"","Specie","Total_length","Estándar_length","Fork_length","Total_weight","Sex","Taxonomic_family"
"1648","Mugil incilis",22.1,17.8,20.3,96,"Hembra","Mugilidae"
"1649","Eugerres plumieri",17.5,12.6,14.1,72,"Macho","Gerreidae"
"1650","Mugil incilis",33,25,30,277,"Hembra","Mugilidae"
"1651","Mugil incilis",32,24,29,244,"Hembra","Mugilidae"
"1652","Mugil incilis",30,22.5,27.3,206,"Hembra","Mugilidae"
"1653","Caranx crysos",28,21.6,24,258,"Hembra","Carangidae"
"1654","Mugil incilis",34.3,27.3,31,254,"Hembra","Mugilidae"
"1655","Mugil incilis",33.3,26,30.7,281,"Hembra","Mugilidae"
"1656","Caranx crysos",30.5,23.4,26.1,355,"Hembra","Carangidae"
"1657","Caranx crysos",30.8,23.6,26.4,366,"Hembra","Carangidae"
"1658","Caranx crysos",28,21.5,24,270,"Hembra","Carangidae"
"1659","Caranx crysos",31,24.5,26.2,357,"Macho","Carangidae"
"1660","Caranx crysos",28.5,22,24.4,270,"Macho","Carangidae"
"1661","Caranx crysos",29,22.2,24.8,293,"Hembra","Carangidae"
"1662","Mugil incilis",35.5,27,32,320,"Hembra","Mugilidae"
"1663","Mugil incilis",35.4,28.7,32.6,370,"Hembra","Mugilidae"
"1664","Caranx crysos",20.1,15.2,17.3,107,"Macho","Carangidae"
"1665","Caranx crysos",19.6,14.7,16.9,104,"Hembra","Carangidae"
"1666","Mugil incilis",32.7,26.8,29.8,258,"Macho","Mugilidae"
"1667","Mugil incilis",30.3,24,27.3,203,"Hembra","Mugilidae"
"1668","Mugil incilis",32.6,24.4,29.3,256,"Hembra","Mugilidae"
"1669","Caranx crysos",27.5,21,23.5,230,"Macho","Carangidae"
"1670","Caranx crysos",28.8,22.5,24.6,284,"Macho","Carangidae"
"1671","Caranx crysos",30.5,23.5,26.2,319,"Hembra","Carangidae"
"1672","Mugil incilis",21,17,19.4,76,"Hembra","Mugilidae"
"1673","Mugil incilis",20.1,16.1,18.5,63,"Hembra","Mugilidae"
"1674","Mugil incilis",18.6,15.6,17.1,55,"Hembra","Mugilidae"
"1675","Mugil incilis",29.7,24.2,27.4,212,"Macho","Mugilidae"
"1676","Mugil incilis",34.2,27.6,31.4,351,"Hembra","Mugilidae"
"1677","Mugil incilis",34.3,27.8,31.2,248,"Macho","Mugilidae"
"1678","Mugil incilis",32.7,26.2,29.5,250,"Hembra","Mugilidae"
"1679","Mugil incilis",32.8,26,29.8,270,"Hembra","Mugilidae"
"1680","Mugil incilis",20.7,16.8,19.1,70,"Hembra","Mugilidae"
"1681","Mugil incilis",19.3,15.6,17.7,56,"Hembra","Mugilidae"
"1682","Mugil incilis",19.4,15.5,17.7,61,"Hembra","Mugilidae"
"1683","Mugil incilis",19,15.2,17.3,57,"Hembra","Mugilidae"
"1684","Mugil incilis",18.6,15,17,46,"Hembra","Mugilidae"
"1685","Mugil incilis",34,27.7,31.2,278,"Macho","Mugilidae"
"1686","Mugil incilis",33,25,29.7,286,"Hembra","Mugilidae"
"1687","Mugil incilis",38.5,30,35.3,387,"Macho","Mugilidae"
"1688","Mugil incilis",34.2,26.5,31.3,326,"Macho","Mugilidae"
"1689","Mugil incilis",31.6,24.2,28.6,225,"Macho","Mugilidae"
"1690","Mugil incilis",36.1,29.5,33,340,"Hembra","Mugilidae"
"1691","Mugil incilis",32.7,25,29.5,285,"Macho","Mugilidae"
"1692","Mugil incilis",36.3,29.3,33.3,360,"Hembra","Mugilidae"
"1693","Mugil incilis",31.7,25.8,28.9,242,"Macho","Mugilidae"
"1694","Caranx crysos",28.3,21.7,24.5,263,"Hembra","Carangidae"
"1695","Caranx crysos",27.5,21.2,23.8,235,"Hembra","Carangidae"
"1696","Caranx crysos",28.5,21.6,24.2,261,"Hembra","Carangidae"
"1697","Caranx crysos",29.6,22.4,25.2,308,"Macho","Carangidae"
"1698","Caranx crysos",26.4,20.1,22.4,205,"Hembra","Carangidae"
"1699","Mugil incilis",31.2,24,28.2,226,"Hembra","Mugilidae"
"1700","Mugil incilis",33.6,26.4,31,280,"Hembra","Mugilidae"
"1701","Eugerres plumieri",16.2,12.1,13.5,59,"Hembra","Gerreidae"
"1702","Eugerres plumieri",13.7,10.2,11.6,39,"Hembra","Gerreidae"
"1703","Mugil incilis",23.6,19,21.6,108,"Macho","Mugilidae"
"1704","Mugil incilis",23.1,18.5,20.9,92,"Hembra","Mugilidae"
"1705","Mugil incilis",23.7,19,21.7,99,"Hembra","Mugilidae"
"1706","Mugil incilis",24.1,19.1,21.8,99,"Macho","Mugilidae"
"1707","Mugil incilis",23.2,18.7,21.3,92,"Macho","Mugilidae"
"1708","Mugil incilis",22.3,17.7,20.5,82,"Hembra","Mugilidae"
"1709","Mugil incilis",29.4,22.5,26.5,209,"Macho","Mugilidae"
"1710","Mugil incilis",32.7,26,29.5,215,"Hembra","Mugilidae"
"1711","Mugil incilis",31.7,25.2,28.9,208,"Hembra","Mugilidae"
"1712","Caranx crysos",30.2,23,25.6,322,"Macho","Carangidae"
"1713","Caranx crysos",27.3,21,23.3,240,"Macho","Carangidae"
"1714","Caranx crysos",26.4,20.4,22.6,209,"Hembra","Carangidae"
"1715","Caranx crysos",29.3,22.2,24.7,295,"Hembra","Carangidae"
"1716","Caranx crysos",29.8,22.6,25.2,297,"Hembra","Carangidae"
"1717","Mugil incilis",29.6,23.7,26.8,216,"Hembra","Mugilidae"
"1718","Mugil incilis",19,15.4,17.4,56,"Hembra","Mugilidae"
"1719","Mugil incilis",19.1,15.2,17.5,63,"Hembra","Mugilidae"
"1720","Mugil incilis",19,15.6,17.5,56,"Hembra","Mugilidae"
"1721","Mugil incilis",19.3,15.5,17.8,66,"Hembra","Mugilidae"
"1722","Mugil incilis",18.6,15,17.1,60,"Hembra","Mugilidae"
"1723","Caranx crysos",19.5,14.6,16.7,100,"Macho","Carangidae"
"1724","Mugil incilis",44.2,34.4,40.4,596,"Hembra","Mugilidae"
"1725","Mugil incilis",41.7,32.7,38.3,578,"Hembra","Mugilidae"
"1726","Mugil incilis",29,22,26,188,"Hembra","Mugilidae"
"1727","Mugil incilis",30.8,23.5,27.9,222,"Macho","Mugilidae"
"1728","Mugil incilis",32,25.6,29.1,241,"Hembra","Mugilidae"
"1729","Mugil incilis",33.4,26.5,30.3,230,"Hembra","Mugilidae"
"1730","Mugil incilis",32.2,25.2,29.1,214,"Hembra","Mugilidae"
"1731","Mugil incilis",30.8,24,27.8,205,"Macho","Mugilidae"
"1732","Mugil incilis",32,24,29,227,"Hembra","Mugilidae"
"1733","Mugil incilis",35.2,27,31.8,301,"Hembra","Mugilidae"
"1734","Lutjanus synagris",19.7,15.3,18.1,102,"Hembra","Lutjanidae"
"1735","Mugil incilis",30,23,27,198,"Hembra","Mugilidae"
"1736","Mugil incilis",29.4,22.2,26.4,183,"Hembra","Mugilidae"
"1737","Mugil incilis",31.3,23.5,28.3,207,"Macho","Mugilidae"
"1738","Mugil incilis",28.5,21.8,26,182,"Macho","Mugilidae"
"1739","Mugil incilis",31,24.2,28.1,270,"Hembra","Mugilidae"
"1740","Mugil incilis",32,24.2,29,226,"Hembra","Mugilidae"
"1741","Caranx crysos",33.8,26,29,466,"Hembra","Carangidae"
"1742","Caranx crysos",33.5,25.6,28.5,463,"Macho","Carangidae"
"1743","Mugil incilis",32.3,24.5,28.5,275,"Macho","Mugilidae"
"1744","Mugil incilis",34,26,31,308,"Macho","Mugilidae"
"1745","Mugil incilis",33.8,25.5,30.6,331,"Hembra","Mugilidae"
"1746","Mugil incilis",32.5,24.7,29.7,259,"Hembra","Mugilidae"
"1747","Mugil incilis",33.5,25.5,30.8,311,"Hembra","Mugilidae"
"1748","Lutjanus synagris",24.9,19.7,23.3,205,"Hembra","Lutjanidae"
"1749","Lutjanus synagris",23.2,18.4,21.8,192,"Hembra","Lutjanidae"
"1750","Lutjanus synagris",25.8,20,24,239,"Hembra","Lutjanidae"
"1751","Lutjanus synagris",25.8,20.6,24.2,240,"Hembra","Lutjanidae"
"1752","Mugil incilis",35.4,26.5,32,322,"Hembra","Mugilidae"
"1753","Mugil incilis",36.6,29.7,33.8,439,"Hembra","Mugilidae"
"1754","Mugil incilis",40,31,36.5,457,"Hembra","Mugilidae"
"1755","Caranx crysos",26.7,20.3,22.6,202,"Hembra","Carangidae"
"1756","Caranx crysos",28.2,21.6,23.8,266,"Hembra","Carangidae"
"1757","Caranx crysos",28.7,21.7,24.2,259,"Hembra","Carangidae"
"1758","Caranx crysos",29,22.1,24.6,288,"Macho","Carangidae"
"1759","Caranx crysos",24.9,19,21.1,170,"Macho","Carangidae"
"1760","Caranx crysos",28.5,22,24.3,266,"Hembra","Carangidae"
"1761","Caranx crysos",29.2,22.6,24.9,287,"Hembra","Carangidae"
"1762","Mugil incilis",30.7,23.4,28,241,"Hembra","Mugilidae"
"1763","Mugil incilis",33.5,25.3,30,250,"Hembra","Mugilidae"
"1764","Mugil incilis",19.2,15.4,17.5,77,"Hembra","Mugilidae"
"1765","Mugil incilis",18.7,15.2,17.2,77,"Hembra","Mugilidae"
"1766","Mugil incilis",20.7,16.9,19.2,89,"Hembra","Mugilidae"
"1767","Mugil incilis",21.1,17,19.4,83,"Hembra","Mugilidae"
"1768","Mugil incilis",32.5,26.1,29.8,255,"Hembra","Mugilidae"
"1769","Mugil incilis",34.3,26.9,31.1,342,"Hembra","Mugilidae"
"1770","Mugil incilis",35.2,28.9,32.7,343,"Hembra","Mugilidae"
"1771","Mugil incilis",33.3,26.6,30.3,251,"Hembra","Mugilidae"
"1772","Mugil incilis",31.5,25.1,28.8,296,"Hembra","Mugilidae"
"1773","Lutjanus synagris",21.7,17.2,20.3,143,"Macho","Lutjanidae"
"1774","Lutjanus synagris",28.2,22.7,26.5,316,"Hembra","Lutjanidae"
"1775","Lutjanus synagris",23.7,19,22.4,175,"Macho","Lutjanidae"
"1776","Mugil incilis",33,25.3,30,261,"Hembra","Mugilidae"
"1777","Caranx crysos",24.4,18.6,21.1,173,"Hembra","Carangidae"
"1778","Caranx crysos",21.9,16.5,18.3,143,"Macho","Carangidae"
"1779","Caranx crysos",22.5,16.6,18.8,139,"Hembra","Carangidae"
"1780","Mugil incilis",29.1,23.5,26.7,209,"Macho","Mugilidae"
"1781","Mugil incilis",31.7,25.4,29,275,"Macho","Mugilidae"
"1782","Caranx crysos",21.9,16.5,18.7,136,"Macho","Carangidae"
"1783","Caranx crysos",32.2,24.8,27.8,421,"Macho","Carangidae"
"1784","Mugil incilis",29.8,23.9,27.1,188,"Hembra","Mugilidae"
"1785","Mugil incilis",35.5,28.5,30,285,"Hembra","Mugilidae"
"1786","Mugil incilis",34.3,26.5,31.3,300,"Hembra","Mugilidae"
"1787","Mugil incilis",32.3,24.7,29.5,276,"Hembra","Mugilidae"
"1788","Mugil incilis",19.1,15.2,17.3,64,"Hembra","Mugilidae"
"1789","Mugil incilis",21.8,17.9,20.3,99,"Hembra","Mugilidae"
"1790","Mugil incilis",19.6,15.7,18,72,"Hembra","Mugilidae"
"1791","Mugil incilis",37.5,29.9,34.1,395,"Hembra","Mugilidae"
"1792","Mugil incilis",32.1,25.8,29.4,274,"Hembra","Mugilidae"
"1793","Mugil incilis",29.8,22.6,27,208,"Macho","Mugilidae"
"1794","Mugil incilis",31.3,24,28.3,259,"Macho","Mugilidae"
"1795","Mugil incilis",35.3,26.8,32,323,"Hembra","Mugilidae"
"1796","Mugil incilis",37,28.5,33.8,346,"Hembra","Mugilidae"
"1797","Mugil incilis",32.9,24.8,29.8,301,"Macho","Mugilidae"
"1798","Mugil incilis",34.7,26.5,31.3,305,"Hembra","Mugilidae"
"1799","Mugil incilis",31.5,23.8,28.3,231,"Macho","Mugilidae"
"1800","Mugil incilis",29.6,22.8,26.6,210,"Macho","Mugilidae"
"1801","Mugil incilis",32.9,25.3,29.6,268,"Macho","Mugilidae"
"1802","Mugil incilis",29.7,22.8,26.8,227,"Hembra","Mugilidae"
"1803","Mugil incilis",31.9,25.4,28.9,166,"Hembra","Mugilidae"
"1804","Mugil incilis",32.9,25,30,272,"Hembra","Mugilidae"
"1805","Mugil incilis",32.9,25.5,30.2,282,"Hembra","Mugilidae"
"1806","Mugil incilis",35,26.7,31.6,298,"Hembra","Mugilidae"
"1807","Mugil incilis",36.2,27.5,33,301,"Macho","Mugilidae"
"1808","Mugil incilis",28.3,21.9,25.7,163,"Macho","Mugilidae"
"1809","Mugil incilis",32.3,25.6,29.4,242,"Hembra","Mugilidae"
"1810","Mugil incilis",29.7,22.5,27,231,"Macho","Mugilidae"
"1811","Mugil incilis",31,24,28.6,259,"Macho","Mugilidae"
"1812","Mugil incilis",34.3,27.2,31.5,278,"Hembra","Mugilidae"
"1813","Mugil incilis",35.6,28.2,32.5,343,"Hembra","Mugilidae"
"1814","Mugil incilis",36.7,28.2,33.3,380,"Hembra","Mugilidae"
"1815","Mugil incilis",34.9,26.8,32.3,347,"Hembra","Mugilidae"
"1816","Mugil incilis",32.9,26.2,30.2,269,"Hembra","Mugilidae"
"1817","Mugil incilis",30.4,24.3,28,234,"Macho","Mugilidae"
"1818","Mugil incilis",30.8,23,27.8,227,"Hembra","Mugilidae"
"1819","Mugil incilis",41.4,31.5,37.7,522,"Macho","Mugilidae"
"1820","Mugil incilis",27.7,21.7,25.6,175,"Hembra","Mugilidae"
"1821","Mugil incilis",32.6,24.7,29.7,291,"Hembra","Mugilidae"
"1822","Mugil incilis",37,28.5,33.5,360,"Hembra","Mugilidae"
"1823","Mugil incilis",35,26.5,31.8,303,"Macho","Mugilidae"
"1824","Mugil incilis",29.7,24,27.3,207,"Macho","Mugilidae"
"1825","Mugil incilis",34.3,27.8,31.3,290,"Macho","Mugilidae"
"1826","Caranx crysos",26.5,20.6,22.5,225,"Hembra","Carangidae"
"1827","Caranx crysos",28.8,22.1,25.2,272,"Hembra","Carangidae"
"1828","Mugil incilis",39.7,32.2,36.6,452,"Hembra","Mugilidae"
"1829","Mugil incilis",28.8,23,26,167,"Macho","Mugilidae"
"1830","Caranx crysos",28.5,21.7,24.8,265,"Macho","Carangidae"
"1831","Caranx crysos",30.2,23.3,26,314,"Hembra","Carangidae"
"1832","Caranx crysos",27.5,21.6,23.5,235,"Hembra","Carangidae"
"1833","Caranx crysos",26.8,20.8,22.8,214,"Hembra","Carangidae"
"1834","Caranx crysos",27.6,21.5,23.6,228,"Hembra","Carangidae"
"1835","Caranx crysos",28.2,21.8,25.2,269,"Hembra","Carangidae"
"1836","Caranx crysos",28,21.9,24.8,264,"Macho","Carangidae"
"1837","Caranx crysos",30.6,23.5,26.7,321,"Hembra","Carangidae"
"1838","Mugil incilis",36.6,29.7,33.7,440,"Hembra","Mugilidae"
"1839","Mugil incilis",38.8,29,34.7,460,"Hembra","Mugilidae"
"1840","Lutjanus synagris",22.2,17.5,20.9,154,"Macho","Lutjanidae"
"1841","Lutjanus synagris",20.2,15.9,19,108,"Hembra","Lutjanidae"
"1842","Lutjanus synagris",19.8,15.7,18.8,98,"Hembra","Lutjanidae"
"1843","Lutjanus synagris",22.2,17.6,20.9,154,"Macho","Lutjanidae"
"1844","Lutjanus synagris",20.3,16.1,19.2,121,"Hembra","Lutjanidae"
"1845","Lutjanus synagris",20.1,15.9,18.8,115,"Macho","Lutjanidae"
"1846","Lutjanus synagris",21.5,17.2,20.3,135,"Macho","Lutjanidae"
"1847","Mugil incilis",20.8,16.7,19,81,"Hembra","Mugilidae"
"1848","Lutjanus synagris",21.2,16.5,19.8,132,"Hembra","Lutjanidae"
"1849","Lutjanus synagris",21.4,17,20.2,132,"Hembra","Lutjanidae"
"1850","Mugil incilis",35.6,28.8,32.7,328,"Hembra","Mugilidae"
"1851","Eugerres plumieri",22.5,16.5,18.4,174,"Hembra","Gerreidae"
"1852","Mugil incilis",32.1,24,29.3,260,"Hembra","Mugilidae"
"1853","Mugil incilis",29.3,22,26.4,236,"Macho","Mugilidae"
"1854","Caranx crysos",28.4,22,24.4,247,"Macho","Carangidae"
"1855","Mugil incilis",36.1,28.8,33,337,"Hembra","Mugilidae"
"1856","Lutjanus synagris",21.4,17,20.2,126,"Macho","Lutjanidae"
"1857","Lutjanus synagris",22.5,17.4,20.3,152,"Macho","Lutjanidae"
"1858","Lutjanus synagris",21.7,16.8,19.5,124,"Macho","Lutjanidae"
"1859","Lutjanus synagris",22.2,17.9,21.6,166,"Hembra","Lutjanidae"
"1860","Lutjanus synagris",22.2,17.9,20.9,163,"Macho","Lutjanidae"
"1861","Lutjanus synagris",19.5,15.4,18.4,96,"Macho","Lutjanidae"
"1862","Mugil incilis",46.2,35,42,636,"Hembra","Mugilidae"
"1863","Mugil incilis",39.2,30,36,480,"Hembra","Mugilidae"
"1864","Mugil incilis",41,31.3,37.3,546,"Hembra","Mugilidae"
"1865","Mugil incilis",34.2,27.6,31.7,320,"Hembra","Mugilidae"
"1866","Mugil incilis",36,29.1,32.8,305,"Hembra","Mugilidae"
"1867","Mugil incilis",39.9,31.7,36.3,405,"Hembra","Mugilidae"
"1868","Eugerres plumieri",22,16.5,18.5,168,"Hembra","Gerreidae"
"1869","Eugerres plumieri",25.7,19.3,21,246,"Macho","Gerreidae"
"1870","Caranx crysos",26.4,19.8,22.4,198,"Hembra","Carangidae"
"1871","Caranx crysos",24,18.7,21,151,"Hembra","Carangidae"
"1872","Mugil incilis",31.6,25.4,28.8,246,"Macho","Mugilidae"
"1873","Lutjanus synagris",20.8,16.1,19.4,116,"Macho","Lutjanidae"
"1874","Lutjanus synagris",20.2,16,18.9,119,"Macho","Lutjanidae"
"1875","Lutjanus synagris",21.1,17,19.8,138,"Hembra","Lutjanidae"
"1876","Lutjanus synagris",20.9,16.5,19.6,117,"Hembra","Lutjanidae"
"1877","Lutjanus synagris",20.5,16.5,19.5,114,"Hembra","Lutjanidae"
"1878","Lutjanus synagris",20.2,16,18.8,115,"Macho","Lutjanidae"
"1879","Mugil incilis",32.8,24.5,29.5,281,"Hembra","Mugilidae"
"1880","Mugil incilis",33.2,25.6,30.2,274,"Macho","Mugilidae"
"1881","Mugil incilis",37.3,28.2,33.8,388,"Hembra","Mugilidae"
"1882","Mugil incilis",42.3,32.5,38.6,591,"Hembra","Mugilidae"
"1883","Mugil incilis",43,33.4,39.5,580,"Hembra","Mugilidae"
"1884","Mugil incilis",33.7,26.2,31,286,"Hembra","Mugilidae"
"1885","Mugil incilis",30.3,24.7,27.5,224,"Macho","Mugilidae"
"1886","Eugerres plumieri",21,15.4,16.8,146,"Hembra","Gerreidae"
"1887","Eugerres plumieri",21.6,16,17.6,157,"Hembra","Gerreidae"
"1888","Caranx crysos",23.2,17.7,19.9,140,"Hembra","Carangidae"
"1889","Mugil incilis",35.4,28.2,32.5,300,"Hembra","Mugilidae"
"1890","Mugil incilis",32.6,25.4,29.7,279,"Hembra","Mugilidae"
"1891","Mugil incilis",35,26.3,31.7,371,"Hembra","Mugilidae"
"1892","Mugil incilis",33.5,26.7,30.5,267,"Hembra","Mugilidae"
"1893","Mugil incilis",29.8,23.9,27.3,205,"Macho","Mugilidae"
"1894","Mugil incilis",32.3,26,29.5,267,"Hembra","Mugilidae"
"1895","Mugil incilis",32.1,24.3,29,290,"Macho","Mugilidae"
"1896","Mugil incilis",33.3,26.8,30.4,280,"Hembra","Mugilidae"
"1897","Lutjanus synagris",21,16.9,19.9,129,"Macho","Lutjanidae"
"1898","Mugil incilis",29.8,23.8,27.4,212,"Macho","Mugilidae"
"1899","Mugil incilis",30.1,23.3,27.5,217,"Macho","Mugilidae"
"1900","Mugil incilis",32.4,24.7,29.4,292,"Macho","Mugilidae"
"1901","Mugil incilis",29.9,23,27.2,232,"Hembra","Mugilidae"
"1902","Mugil incilis",40.5,31,37,496,"Hembra","Mugilidae"
"1903","Mugil incilis",37,29.8,33.8,396,"Hembra","Mugilidae"
"1904","Mugil incilis",34.5,28.1,31.7,309,"Macho","Mugilidae"
"1905","Mugil incilis",33.3,26.3,30.1,279,"Macho","Mugilidae"
"1906","Mugil incilis",35.3,27.5,31.6,309,"Hembra","Mugilidae"
"1907","Lutjanus synagris",21.1,16.8,19.9,126,"Macho","Lutjanidae"
"1908","Lutjanus synagris",22.5,17.9,21,145,"Hembra","Lutjanidae"
"1909","Lutjanus synagris",20.2,16,19.1,112,"Hembra","Lutjanidae"
"1910","Mugil incilis",32.2,25.5,29.3,266,"Hembra","Mugilidae"
"1911","Mugil incilis",35,27.6,32.8,362,"Hembra","Mugilidae"
"1912","Mugil incilis",27.5,22,25.1,187,"Macho","Mugilidae"
"1913","Mugil incilis",31.5,25,28.5,251,"Macho","Mugilidae"
"1914","Mugil incilis",33.6,26.8,30.7,288,"Hembra","Mugilidae"
"1915","Mugil incilis",33.5,26.9,30.5,271,"Macho","Mugilidae"
"1916","Mugil incilis",32.7,25,29.5,289,"Macho","Mugilidae"
"1917","Lutjanus synagris",20,16,19.4,115,"Macho","Lutjanidae"
"1918","Lutjanus synagris",19,15.2,17.9,92,"Macho","Lutjanidae"
"1919","Eugerres plumieri",22.2,16.3,19,164,"Hembra","Gerreidae"
"1920","Mugil incilis",34.1,26.2,31.2,331,"Hembra","Mugilidae"
"1921","Mugil incilis",30.3,23.5,27.6,249,"Hembra","Mugilidae"
"1922","Mugil incilis",42.6,33,39,520,"Hembra","Mugilidae"
"1923","Mugil incilis",34,27.3,31.2,297,"Hembra","Mugilidae"
"1924","Mugil incilis",20.6,16.5,19,73,"Hembra","Mugilidae"
"1925","Lutjanus synagris",25.8,21.3,24.6,235,"Hembra","Lutjanidae"
"1926","Lutjanus synagris",23.2,18.8,21.8,197,"Macho","Lutjanidae"
"1927","Lutjanus synagris",21.2,16.3,19.8,127,"Hembra","Lutjanidae"
"1928","Lutjanus synagris",21.7,16.6,20,132,"Hembra","Lutjanidae"
"1929","Mugil incilis",32.3,24.5,29,275,"Macho","Mugilidae"
"1930","Mugil incilis",34.2,26.5,31.2,330,"Macho","Mugilidae"
"1931","Mugil incilis",41,31,37.6,559,"Hembra","Mugilidae"
"1932","Mugil incilis",39.4,30.2,36.2,501,"Hembra","Mugilidae"
"1933","Mugil incilis",30.9,25,28.2,200,"Macho","Mugilidae"
"1934","Mugil incilis",36,28.8,32.8,287,"Macho","Mugilidae"
"1935","Mugil incilis",31.3,25.2,28.7,210,"Hembra","Mugilidae"
"1936","Mugil incilis",28.9,23.1,26.2,165,"Hembra","Mugilidae"
"1937","Mugil incilis",39.3,31.4,35.7,428,"Hembra","Mugilidae"
"1938","Mugil incilis",31.3,25.1,28.5,232,"Macho","Mugilidae"
"1939","Mugil incilis",35,28.1,32,312,"Hembra","Mugilidae"
"1940","Mugil incilis",32.5,25.8,29.5,260,"Macho","Mugilidae"
"1941","Mugil incilis",33.5,26.2,30.4,261,"Macho","Mugilidae"
"1942","Mugil incilis",30.6,24.6,28.1,219,"Macho","Mugilidae"
"1943","Mugil incilis",37.3,29.8,34.8,345,"Macho","Mugilidae"
"1944","Mugil incilis",32.5,26.1,29.4,300,"Hembra","Mugilidae"
"1945","Mugil incilis",23.8,18.9,21.6,114,"Hembra","Mugilidae"
"1946","Mugil incilis",22.6,18.1,20.7,101,"Hembra","Mugilidae"
"1947","Mugil incilis",22.6,18,20.6,99,"Macho","Mugilidae"
"1948","Mugil incilis",22.6,18.2,20.7,102,"Hembra","Mugilidae"
"1949","Mugil incilis",29.8,24.1,27.2,193,"Macho","Mugilidae"
"1950","Mugil incilis",44,34.4,40.4,629,"Hembra","Mugilidae"
"1951","Lutjanus synagris",20.7,16.2,19.2,125,"Macho","Lutjanidae"
"1952","Lutjanus synagris",24.2,19.3,22.8,208,"Macho","Lutjanidae"
"1953","Lutjanus synagris",20.8,16.5,19.3,120,"Macho","Lutjanidae"
"1954","Lutjanus synagris",20.8,16.6,19.3,119,"Hembra","Lutjanidae"
"1955","Lutjanus synagris",22.5,18,21.1,153,"Hembra","Lutjanidae"
"1956","Mugil incilis",32.7,25,29.7,298,"Hembra","Mugilidae"
"1957","Mugil incilis",29.5,22.7,27,229,"Macho","Mugilidae"
"1958","Mugil incilis",33.8,25.5,30.6,320,"Hembra","Mugilidae"
"1959","Mugil incilis",35,27.2,32,380,"Macho","Mugilidae"
"1960","Mugil incilis",31.3,23.5,28,253,"Macho","Mugilidae"
"1961","Mugil incilis",43,33.5,39.5,590,"Hembra","Mugilidae"
"1962","Mugil incilis",42.7,33,39,618,"Hembra","Mugilidae"
"1963","Mugil incilis",33.6,27.5,30.9,300,"Macho","Mugilidae"
"1964","Caranx crysos",26,20.2,22.3,198,"Hembra","Carangidae"
"1965","Caranx crysos",26.8,20.3,22.4,200,"Macho","Carangidae"
"1966","Mugil incilis",23.9,19,21.8,110,"Hembra","Mugilidae"
"1967","Mugil incilis",28.1,23.1,26,197,"Hembra","Mugilidae"
"1968","Mugil incilis",22,17.6,20.1,94,"Hembra","Mugilidae"
"1969","Mugil incilis",24.8,20.2,22.9,131,"Hembra","Mugilidae"
"1970","Mugil incilis",25.8,20.5,23.4,148,"Hembra","Mugilidae"
"1971","Mugil incilis",20.6,16.6,18.8,78,"Hembra","Mugilidae"
"1972","Mugil incilis",23.9,19.2,22,129,"Hembra","Mugilidae"
"1973","Mugil incilis",25.2,20,23.2,127,"Hembra","Mugilidae"
"1974","Mugil incilis",27.5,21.6,25.3,196,"Macho","Mugilidae"
"1975","Mugil incilis",23.4,18.4,21.3,131,"Macho","Mugilidae"
"1976","Mugil incilis",25.7,20.2,23.2,150,"Hembra","Mugilidae"
"1977","Mugil incilis",40.8,31,36.8,558,"Hembra","Mugilidae"
"1978","Mugil incilis",40,30,36,532,"Hembra","Mugilidae"
"1979","Mugil incilis",31.3,25.3,28.8,238,"Macho","Mugilidae"
"1980","Mugil incilis",33.5,25.5,30.3,284,"Hembra","Mugilidae"
"1981","Mugil incilis",33,25,29.5,326,"Hembra","Mugilidae"
"1982","Mugil incilis",31.4,25.7,29.2,294,"Hembra","Mugilidae"
"1983","Mugil incilis",35.5,29.1,32.9,320,"Macho","Mugilidae"
"1984","Mugil incilis",32,24.5,29.3,294,"Hembra","Mugilidae"
"1985","Mugil incilis",33.6,25.8,30.8,300,"Hembra","Mugilidae"
"1986","Mugil incilis",33,25.2,30.2,311,"Hembra","Mugilidae"
"1987","Mugil incilis",32.9,26.3,30.3,285,"Macho","Mugilidae"
"1988","Mugil incilis",28.9,23.1,26.4,170,"Hembra","Mugilidae"
"1989","Mugil incilis",37.4,29.8,34.1,369,"Hembra","Mugilidae"
"1990","Mugil incilis",28.8,23,26.5,200,"Hembra","Mugilidae"
"1991","Lutjanus synagris",21.1,16.8,19.8,128,"Hembra","Lutjanidae"
"1992","Lutjanus synagris",20.1,15.6,18.3,112,"Macho","Lutjanidae"
"1993","Mugil incilis",34.5,27,31.8,346,"Macho","Mugilidae"
"1994","Mugil incilis",35.2,27.3,32.5,375,"Hembra","Mugilidae"
"1995","Lutjanus synagris",22.4,17.6,20.8,153,"Hembra","Lutjanidae"
"1996","Lutjanus synagris",19.5,15.6,18.2,95,"Macho","Lutjanidae"
"1997","Mugil incilis",39.6,31.8,36.2,450,"Hembra","Mugilidae"
"1998","Mugil incilis",33.1,26.6,30.7,282,"Hembra","Mugilidae"
"1999","Mugil incilis",31.4,23.7,28.7,283,"Macho","Mugilidae"
"2000","Mugil incilis",41.3,31.3,37.3,607,"Hembra","Mugilidae"
"2001","Mugil incilis",41.6,32,37.7,495,"Hembra","Mugilidae"
"2002","Mugil incilis",42.2,32.3,38.7,512,"Hembra","Mugilidae"
"2003","Mugil incilis",35.4,28.9,32.1,325,"Hembra","Mugilidae"
"2004","Mugil incilis",38.4,30.9,34.6,391,"Hembra","Mugilidae"
"2005","Mugil incilis",35.5,28.5,32.2,321,"Macho","Mugilidae"
