"","Specie","Total_length","Estándar_length","Fork_length","Total_weight","Sex","Taxonomic_family"
"2850","Mugil incilis",34.3,27.6,31.6,320,"Macho","Mugilidae"
"2851","Mugil incilis",29.9,23.3,27,213,"Hembra","Mugilidae"
"2852","Mugil incilis",30.2,24.4,27.7,209,"Macho","Mugilidae"
"2853","Mugil incilis",31.2,25,28.4,227,"Macho","Mugilidae"
"2854","Lutjanus synagris",19.8,15.9,18.8,105,"Macho","Lutjanidae"
"2855","Lutjanus synagris",19.6,15.8,18.3,96,"Macho","Lutjanidae"
"2856","Lutjanus synagris",19.3,15.2,18,93,"Hembra","Lutjanidae"
"2857","Lutjanus synagris",19.8,15.6,18.5,102,"Macho","Lutjanidae"
"2858","Mugil incilis",34.7,27,32,415,"Hembra","Mugilidae"
"2859","Lutjanus synagris",21.2,17,20,128,"Hembra","Lutjanidae"
"2860","Lutjanus synagris",20.1,15.9,19,114,"Hembra","Lutjanidae"
"2861","Lutjanus synagris",21.4,16.6,19.4,133,"Hembra","Lutjanidae"
"2862","Lutjanus synagris",20.2,16,18.2,118,"Macho","Lutjanidae"
"2863","Mugil incilis",35.4,28,32.5,391,"Hembra","Mugilidae"
"2864","Mugil incilis",30.9,24,28.3,244,"Macho","Mugilidae"
"2865","Mugil incilis",31.1,24.7,28.4,257,"Hembra","Mugilidae"
"2866","Mugil incilis",38.6,30.7,35.2,422,"Hembra","Mugilidae"
"2867","Mugil incilis",33.2,26.6,30.4,280,"Hembra","Mugilidae"
"2868","Mugil incilis",37,30.3,33.9,370,"Hembra","Mugilidae"
"2869","Mugil incilis",36.6,28.5,32.8,320,"Hembra","Mugilidae"
"2870","Mugil incilis",31.9,24.5,29.2,279,"Macho","Mugilidae"
"2871","Mugil incilis",30.5,23.5,28,228,"Macho","Mugilidae"
"2872","Mugil incilis",34.3,26,31.3,320,"Hembra","Mugilidae"
"2873","Mugil incilis",39.3,31.3,35.4,383,"Hembra","Mugilidae"
"2874","Mugil incilis",34.8,28.3,32.5,339,"Macho","Mugilidae"
"2875","Mugil incilis",39.6,31.6,35.9,474,"Hembra","Mugilidae"
"2876","Mugil incilis",39,31,35.2,448,"Hembra","Mugilidae"
"2877","Mugil incilis",35.6,28.3,32,296,"Macho","Mugilidae"
"2878","Caranx crysos",24.8,19,21.3,165,"Hembra","Carangidae"
"2879","Caranx crysos",26.3,20,22.1,205,"Hembra","Carangidae"
"2880","Caranx crysos",25.8,19.3,21.6,185,"Hembra","Carangidae"
"2881","Caranx crysos",24.6,18.6,20.9,163,"Macho","Carangidae"
"2882","Mugil incilis",34.3,26.9,31.2,324,"Hembra","Mugilidae"
"2883","Mugil incilis",37.5,29.6,34.1,361,"Hembra","Mugilidae"
"2884","Mugil incilis",34.5,26.5,31.5,331,"Hembra","Mugilidae"
"2885","Mugil incilis",35,27.5,32.5,371,"Hembra","Mugilidae"
"2886","Mugil incilis",32,25,29.5,300,"Macho","Mugilidae"
"2887","Mugil incilis",34.2,27.2,31.1,328,"Macho","Mugilidae"
"2888","Mugil incilis",27.2,22,25,176,"Hembra","Mugilidae"
"2889","Mugil incilis",42.2,32.3,38.3,540,"Hembra","Mugilidae"
"2890","Mugil incilis",34.7,27,32,340,"Hembra","Mugilidae"
"2891","Mugil incilis",42,32.8,39.2,593,"Hembra","Mugilidae"
"2892","Mugil incilis",39.7,30.3,36,553,"Hembra","Mugilidae"
"2893","Mugil incilis",31.8,24.2,29.2,310,"Hembra","Mugilidae"
"2894","Mugil incilis",33,25.5,30.4,297,"Hembra","Mugilidae"
"2895","Mugil incilis",36,27.6,33.2,380,"Hembra","Mugilidae"
"2896","Mugil incilis",34.9,26.7,31.9,360,"Macho","Mugilidae"
"2897","Mugil incilis",36.2,28,33.2,360,"Hembra","Mugilidae"
"2898","Mugil incilis",33.4,26.8,30.6,285,"Hembra","Mugilidae"
"2899","Mugil incilis",34.3,26.5,31.3,384,"Hembra","Mugilidae"
"2900","Mugil incilis",31.6,25.7,28.9,273,"Hembra","Mugilidae"
"2901","Mugil incilis",35,28.4,32.1,312,"Hembra","Mugilidae"
"2902","Mugil incilis",28.7,23.1,26.4,220,"Macho","Mugilidae"
"2903","Mugil incilis",29.8,23.7,26.9,235,"Hembra","Mugilidae"
"2904","Mugil incilis",34.1,27.1,31.2,333,"Hembra","Mugilidae"
"2905","Mugil incilis",39.2,31,35.9,420,"Hembra","Mugilidae"
"2906","Mugil incilis",36.5,28.7,33,300,"Hembra","Mugilidae"
"2907","Mugil incilis",37.6,30,34.1,370,"Hembra","Mugilidae"
"2908","Mugil incilis",32.2,25.2,29.1,242,"Hembra","Mugilidae"
"2909","Mugil incilis",35.7,28.5,32.6,350,"Hembra","Mugilidae"
"2910","Mugil incilis",33.7,26,30.8,298,"Macho","Mugilidae"
"2911","Mugil incilis",31.4,24,29,277,"Hembra","Mugilidae"
"2912","Mugil incilis",29.3,23.3,26.8,211,"Hembra","Mugilidae"
"2913","Mugil incilis",29.4,23.4,27,214,"Hembra","Mugilidae"
"2914","Mugil incilis",29,23,26.5,199,"Hembra","Mugilidae"
"2915","Mugil incilis",28,22.3,25.5,173,"Hembra","Mugilidae"
"2916","Mugil incilis",36.3,29.1,33,280,"Macho","Mugilidae"
"2917","Mugil incilis",32.5,25.7,29.8,277,"Macho","Mugilidae"
"2918","Mugil incilis",32.1,25.3,29.2,293,"Hembra","Mugilidae"
"2919","Mugil incilis",27.8,23.3,25.8,198,"Macho","Mugilidae"
"2920","Mugil incilis",33.5,25.6,30.5,280,"Hembra","Mugilidae"
"2921","Mugil incilis",29,22,26.5,214,"Hembra","Mugilidae"
"2922","Mugil incilis",32.2,25.9,29.2,246,"Macho","Mugilidae"
"2923","Mugil incilis",22,18.1,20.6,91,"Macho","Mugilidae"
"2924","Caranx crysos",24.9,19.1,21.3,160,"Hembra","Carangidae"
"2925","Caranx crysos",28.8,21.8,24.2,240,"Macho","Carangidae"
"2926","Caranx crysos",27.2,20.6,23.2,230,"Hembra","Carangidae"
"2927","Caranx crysos",30.8,21.9,25.9,330,"Macho","Carangidae"
"2928","Caranx crysos",27.6,20.4,23,235,"Hembra","Carangidae"
"2929","Mugil incilis",35.4,27.3,32.2,315,"Macho","Mugilidae"
"2930","Mugil incilis",34.2,26,31,278,"Hembra","Mugilidae"
"2931","Mugil incilis",29,22,25.8,179,"Macho","Mugilidae"
"2932","Mugil incilis",36,27.5,32.5,329,"Hembra","Mugilidae"
"2933","Mugil incilis",26.2,21.2,24.2,165,"Hembra","Mugilidae"
"2934","Mugil incilis",23.7,18.4,22,118,"Hembra","Mugilidae"
"2935","Mugil incilis",19.4,15.6,17.7,62,"Hembra","Mugilidae"
"2936","Mugil incilis",20.4,16.2,18.5,61,"Hembra","Mugilidae"
"2937","Eugerres plumieri",15.1,11.1,12.5,45,"Hembra","Gerreidae"
"2938","Mugil incilis",33.1,25,29.9,285,"Hembra","Mugilidae"
"2939","Mugil incilis",30.6,24.8,27.9,203,"Macho","Mugilidae"
"2940","Mugil incilis",32.2,25,30,250,"Macho","Mugilidae"
"2941","Mugil incilis",28.8,22,26,197,"Macho","Mugilidae"
"2942","Caranx crysos",30.8,23.5,26.2,341,"Macho","Carangidae"
"2943","Caranx crysos",29,22.2,25.2,286,"Macho","Carangidae"
"2944","Caranx crysos",28.6,21.5,24.1,289,"Hembra","Carangidae"
"2945","Caranx crysos",27.5,21.1,23.6,233,"Hembra","Carangidae"
"2946","Caranx crysos",29.3,22.5,25,300,"Macho","Carangidae"
"2947","Caranx crysos",29,22,24.7,303,"Hembra","Carangidae"
"2948","Mugil incilis",29.4,23.8,26.9,205,"Hembra","Mugilidae"
"2949","Mugil incilis",30.9,24.9,28.2,220,"Macho","Mugilidae"
"2950","Mugil incilis",33.6,27.1,30.6,295,"Hembra","Mugilidae"
"2951","Mugil incilis",35.5,29.2,32.6,305,"Hembra","Mugilidae"
"2952","Caranx crysos",27.4,21,23.4,232,"Hembra","Carangidae"
"2953","Caranx crysos",29.6,23,25.4,298,"Hembra","Carangidae"
"2954","Mugil incilis",21.8,17.8,20.1,95,"Hembra","Mugilidae"
"2955","Mugil incilis",30.9,24.7,28.2,253,"Hembra","Mugilidae"
"2956","Mugil incilis",31.3,23.8,28.3,220,"Macho","Mugilidae"
"2957","Mugil incilis",34.4,28.2,31.6,285,"Hembra","Mugilidae"
"2958","Mugil incilis",33,26.6,30,240,"Hembra","Mugilidae"
"2959","Mugil incilis",32,25,29.8,257,"Macho","Mugilidae"
"2960","Mugil incilis",29.7,22.2,26.4,200,"Macho","Mugilidae"
"2961","Mugil incilis",25.5,21.1,23.7,131,"Hembra","Mugilidae"
"2962","Mugil incilis",22.2,18,20.5,93,"Hembra","Mugilidae"
"2963","Mugil incilis",21.5,17.4,19.7,87,"Hembra","Mugilidae"
"2964","Mugil incilis",19,15.5,17.4,60,"Hembra","Mugilidae"
"2965","Mugil incilis",19.1,15.3,17.5,65,"Hembra","Mugilidae"
"2966","Mugil incilis",18.4,14.9,16.8,54,"Hembra","Mugilidae"
"2967","Mugil incilis",30.4,23.2,27.4,210,"Macho","Mugilidae"
"2968","Mugil incilis",35.7,29.1,32.8,330,"Hembra","Mugilidae"
"2969","Mugil incilis",29.2,22,26.2,187,"Hembra","Mugilidae"
"2970","Mugil incilis",40.5,31.3,37.3,448,"Hembra","Mugilidae"
"2971","Caranx crysos",27.8,21.3,24,223,"Macho","Carangidae"
"2972","Caranx crysos",27.4,20.8,23.5,227,"Macho","Carangidae"
"2973","Caranx crysos",26.5,19.9,22.4,215,"Macho","Carangidae"
"2974","Caranx crysos",26.5,20.3,22.6,216,"Macho","Carangidae"
"2975","Mugil incilis",32.9,25.3,29.8,300,"Macho","Mugilidae"
"2976","Mugil incilis",32.1,24.7,29.5,259,"Macho","Mugilidae"
"2977","Mugil incilis",22.6,18.5,20.8,104,"Hembra","Mugilidae"
"2978","Mugil incilis",22.7,18.6,21.2,102,"Hembra","Mugilidae"
"2979","Mugil incilis",21.4,17.4,19.8,84,"Hembra","Mugilidae"
"2980","Mugil incilis",20.8,16.5,19,70,"Macho","Mugilidae"
"2981","Mugil incilis",20.8,16.9,19.2,74,"Hembra","Mugilidae"
"2982","Mugil incilis",21.2,17.1,19.4,71,"Macho","Mugilidae"
"2983","Mugil incilis",31.9,24.5,29,234,"Hembra","Mugilidae"
"2984","Mugil incilis",35.4,27.4,32.3,326,"Hembra","Mugilidae"
"2985","Mugil incilis",30,24.2,26.5,137,"Macho","Mugilidae"
"2986","Mugil incilis",29.3,23.3,26.5,175,"Hembra","Mugilidae"
"2987","Caranx crysos",26.5,20.5,22.8,212,"Macho","Carangidae"
"2988","Caranx crysos",30,22.7,25.4,318,"Hembra","Carangidae"
"2989","Mugil incilis",27.8,22,25.1,200,"Hembra","Mugilidae"
"2990","Mugil incilis",19.9,16,18.2,70,"Hembra","Mugilidae"
"2991","Mugil incilis",18.7,15.2,17.3,57,"Hembra","Mugilidae"
"2992","Mugil incilis",20,16.4,18.5,79,"Hembra","Mugilidae"
"2993","Mugil incilis",17.8,14.5,16.5,57,"Hembra","Mugilidae"
"2994","Caranx crysos",20.1,15.2,17.5,111,"Hembra","Carangidae"
"2995","Caranx crysos",20.3,15.6,17.5,123,"Hembra","Carangidae"
"2996","Caranx crysos",22.6,17,19.3,145,"Hembra","Carangidae"
"2997","Mugil incilis",46.7,35.5,42,620,"Hembra","Mugilidae"
"2998","Mugil incilis",31.1,23.7,28,250,"Macho","Mugilidae"
"2999","Mugil incilis",32.2,24.4,29.5,279,"Macho","Mugilidae"
"3000","Mugil incilis",31.5,24,28.7,238,"Macho","Mugilidae"
"3001","Lutjanus synagris",21.7,17.1,20.5,134,"Hembra","Lutjanidae"
"3002","Lutjanus synagris",19.2,14.8,17.7,100,"Hembra","Lutjanidae"
"3003","Lutjanus synagris",20,15.7,18.6,109,"Hembra","Lutjanidae"
"3004","Mugil incilis",35.3,28.8,32,305,"Hembra","Mugilidae"
"3005","Mugil incilis",32,25,29.6,242,"Hembra","Mugilidae"
"3006","Caranx crysos",30.5,23.7,26.2,340,"Hembra","Carangidae"
"3007","Mugil incilis",31.5,24,28,253,"Macho","Mugilidae"
"3008","Mugil incilis",32.7,25,29,270,"Macho","Mugilidae"
"3009","Mugil incilis",34.5,26.7,31.4,267,"Hembra","Mugilidae"
"3010","Mugil incilis",31.2,24.8,28.5,248,"Hembra","Mugilidae"
"3011","Mugil incilis",37.6,30.1,34.3,397,"Hembra","Mugilidae"
"3012","Caranx crysos",27.1,20.6,22.9,228,"Hembra","Carangidae"
"3013","Caranx crysos",29.2,22.2,24.7,291,"Hembra","Carangidae"
"3014","Caranx crysos",31.2,23.7,26.1,364,"Macho","Carangidae"
"3015","Caranx crysos",26.9,21,23,200,"Hembra","Carangidae"
"3016","Mugil incilis",32,24.3,29,263,"Hembra","Mugilidae"
"3017","Mugil incilis",31.5,24.5,29,232,"Hembra","Mugilidae"
"3018","Mugil incilis",25.4,20.6,23.4,149,"Hembra","Mugilidae"
"3019","Mugil incilis",21.7,17.6,19.9,80,"Hembra","Mugilidae"
"3020","Mugil incilis",29.5,23.4,27.2,201,"Hembra","Mugilidae"
"3021","Mugil incilis",31.3,25.3,28.4,240,"Macho","Mugilidae"
"3022","Mugil incilis",30.1,24.2,27.5,199,"Macho","Mugilidae"
"3023","Mugil incilis",31.6,25.5,29,226,"Hembra","Mugilidae"
"3024","Mugil incilis",41,33.3,37.6,510,"Hembra","Mugilidae"
"3025","Lutjanus synagris",28,22.3,26.2,316,"Hembra","Lutjanidae"
"3026","Lutjanus synagris",24.2,19.2,22.9,204,"Macho","Lutjanidae"
"3027","Lutjanus synagris",20,15.9,19.2,155,"Hembra","Lutjanidae"
"3028","Caranx crysos",21.4,16.2,18.3,135,"Hembra","Carangidae"
"3029","Caranx crysos",20.7,16.2,18.2,107,"Hembra","Carangidae"
"3030","Caranx crysos",26.6,19.6,21.8,188,"Macho","Carangidae"
"3031","Caranx crysos",21.7,16.3,18.3,124,"Macho","Carangidae"
"3032","Caranx crysos",32.5,25,27.5,427,"Macho","Carangidae"
"3033","Caranx crysos",33.5,25.5,28.2,460,"Macho","Carangidae"
"3034","Caranx crysos",32.4,25.1,28.2,415,"Macho","Carangidae"
"3035","Caranx crysos",31.2,24.1,26.8,358,"Macho","Carangidae"
"3036","Caranx crysos",30.7,23.5,25.8,331,"Hembra","Carangidae"
"3037","Caranx crysos",32.3,24.9,27.8,419,"Hembra","Carangidae"
"3038","Mugil incilis",21.2,17.3,19.6,78,"Macho","Mugilidae"
"3039","Mugil incilis",20,16.3,18.4,79,"Hembra","Mugilidae"
"3040","Mugil incilis",19.7,16,18.2,66,"Macho","Mugilidae"
"3041","Mugil incilis",37.7,30.3,34.4,389,"Hembra","Mugilidae"
"3042","Mugil incilis",31.2,25.1,28.4,254,"Macho","Mugilidae"
"3043","Mugil incilis",33.2,26.4,30.2,298,"Hembra","Mugilidae"
"3044","Mugil incilis",35.3,27.2,32,287,"Hembra","Mugilidae"
"3045","Mugil incilis",31.8,24.8,29,260,"Hembra","Mugilidae"
"3046","Mugil incilis",23.3,18.4,21,97,"Hembra","Mugilidae"
"3047","Mugil incilis",19.9,16,18.3,75,"Hembra","Mugilidae"
"3048","Mugil incilis",34,27.9,31.7,332,"Hembra","Mugilidae"
"3049","Mugil incilis",31.3,25.1,28.5,220,"Macho","Mugilidae"
"3050","Mugil incilis",33.6,25.8,30.5,289,"Hembra","Mugilidae"
"3051","Mugil incilis",34.3,27,31.9,286,"Macho","Mugilidae"
"3052","Mugil incilis",29.2,22.2,26.5,200,"Macho","Mugilidae"
"3053","Mugil incilis",31.6,24.2,29,261,"Macho","Mugilidae"
"3054","Lutjanus synagris",24.5,19.5,23,212,"Hembra","Lutjanidae"
"3055","Lutjanus synagris",28.2,22,25.8,280,"Macho","Lutjanidae"
"3056","Lutjanus synagris",23.5,19,22.2,186,"Hembra","Lutjanidae"
"3057","Lutjanus synagris",24.8,19.9,23.2,216,"Hembra","Lutjanidae"
"3058","Lutjanus synagris",21.7,17.3,20.3,142,"Macho","Lutjanidae"
"3059","Lutjanus synagris",21.3,16.8,20,152,"Hembra","Lutjanidae"
"3060","Mugil incilis",17.1,13.7,15.7,50,"Hembra","Mugilidae"
"3061","Mugil incilis",35.6,27.2,32.5,337,"Hembra","Mugilidae"
"3062","Mugil incilis",34.9,27,31.5,360,"Hembra","Mugilidae"
"3063","Lutjanus synagris",23.5,18.4,22.1,182,"Hembra","Lutjanidae"
"3064","Lutjanus synagris",24.5,19.3,23.5,218,"Hembra","Lutjanidae"
"3065","Lutjanus synagris",27.5,22.5,25.6,264,"Hembra","Lutjanidae"
"3066","Lutjanus synagris",23.2,18.6,22.6,185,"Hembra","Lutjanidae"
"3067","Mugil incilis",31.3,24,28.5,255,"Hembra","Mugilidae"
"3068","Mugil incilis",29.3,23,26.8,205,"Macho","Mugilidae"
"3069","Mugil incilis",35.8,28.4,32.8,333,"Hembra","Mugilidae"
"3070","Mugil incilis",42.3,33,38.8,496,"Hembra","Mugilidae"
"3071","Mugil incilis",42.5,33,39,606,"Macho","Mugilidae"
"3072","Lutjanus synagris",36.5,29.8,34.2,610,"Macho","Lutjanidae"
"3073","Mugil incilis",31,24,28.3,238,"Hembra","Mugilidae"
"3074","Mugil incilis",30,23,27.2,215,"Macho","Mugilidae"
"3075","Mugil incilis",34,27.5,31,340,"Hembra","Mugilidae"
"3076","Mugil incilis",36.8,29.4,33.5,356,"Hembra","Mugilidae"
"3077","Caranx crysos",29.4,22.5,24.7,285,"Hembra","Carangidae"
"3078","Caranx crysos",27,21,23.3,224,"Hembra","Carangidae"
"3079","Caranx crysos",30.5,23.6,26.5,310,"Macho","Carangidae"
"3080","Caranx crysos",31.4,24.2,27.4,338,"Hembra","Carangidae"
"3081","Caranx crysos",31.5,24.7,26.8,338,"Macho","Carangidae"
"3082","Caranx crysos",30.4,23.6,26.9,327,"Macho","Carangidae"
"3083","Mugil incilis",45.3,35,41.5,635,"Hembra","Mugilidae"
"3084","Mugil incilis",44.4,34.5,40.5,545,"Hembra","Mugilidae"
"3085","Lutjanus synagris",24.1,19.1,22.6,202,"Macho","Lutjanidae"
"3086","Lutjanus synagris",21.5,17.8,20.6,128,"Hembra","Lutjanidae"
"3087","Lutjanus synagris",21.7,17.1,20.4,125,"Macho","Lutjanidae"
"3088","Lutjanus synagris",22.5,18,21.3,168,"Hembra","Lutjanidae"
"3089","Lutjanus synagris",19.8,15.6,18.6,109,"Hembra","Lutjanidae"
"3090","Lutjanus synagris",20.1,16.1,19,118,"Macho","Lutjanidae"
"3091","Lutjanus synagris",21.2,16.8,19.8,137,"Hembra","Lutjanidae"
"3092","Lutjanus synagris",23.3,18.6,22,175,"Macho","Lutjanidae"
"3093","Mugil incilis",20.9,17.4,19.5,83,"Hembra","Mugilidae"
"3094","Mugil incilis",20.4,16.4,18.5,75,"Hembra","Mugilidae"
"3095","Mugil incilis",37.5,28.5,34,372,"Hembra","Mugilidae"
"3096","Mugil incilis",32.7,25.2,29.7,275,"Hembra","Mugilidae"
"3097","Lutjanus synagris",21.7,17,20.2,132,"Macho","Lutjanidae"
"3098","Mugil incilis",32.9,25.6,29.6,232,"Hembra","Mugilidae"
"3099","Mugil incilis",33.5,25.7,30.4,280,"Macho","Mugilidae"
"3100","Mugil incilis",26.5,21.2,24.1,160,"Macho","Mugilidae"
"3101","Mugil incilis",29.9,23.3,26.7,185,"Macho","Mugilidae"
"3102","Mugil incilis",32.2,26.3,29.1,240,"Hembra","Mugilidae"
"3103","Eugerres plumieri",24.8,18.8,20.8,220,"Macho","Gerreidae"
"3104","Eugerres plumieri",22.5,17.3,18,162,"Hembra","Gerreidae"
"3105","Eugerres plumieri",20.8,15.6,17,131,"Macho","Gerreidae"
"3106","Eugerres plumieri",20.2,15.5,16.8,118,"Hembra","Gerreidae"
"3107","Eugerres plumieri",19.3,14.3,15.7,95,"Macho","Gerreidae"
"3108","Mugil incilis",32.8,24.8,29.8,295,"Hembra","Mugilidae"
"3109","Mugil incilis",31.8,24.5,28.8,273,"Hembra","Mugilidae"
"3110","Mugil incilis",37.7,29.4,34.6,363,"Hembra","Mugilidae"
"3111","Mugil incilis",34.3,26.4,31.3,290,"Hembra","Mugilidae"
"3112","Caranx crysos",25.6,19.6,21.5,180,"Macho","Carangidae"
"3113","Caranx crysos",27.5,21,23.4,228,"Hembra","Carangidae"
"3114","Caranx crysos",25,19.5,21.3,187,"Hembra","Carangidae"
"3115","Mugil incilis",31.4,24.5,28.5,236,"Macho","Mugilidae"
"3116","Lutjanus synagris",20.6,16.6,19.3,117,"Macho","Lutjanidae"
"3117","Lutjanus synagris",20.4,16.3,19.1,118,"Macho","Lutjanidae"
"3118","Lutjanus synagris",21.6,17.2,20.4,138,"Macho","Lutjanidae"
"3119","Lutjanus synagris",22.8,18.1,21.4,168,"Macho","Lutjanidae"
"3120","Lutjanus synagris",21.2,16.9,19.5,131,"Macho","Lutjanidae"
"3121","Mugil incilis",29.5,22.5,26.6,232,"Hembra","Mugilidae"
"3122","Mugil incilis",43.3,33.5,39.7,654,"Hembra","Mugilidae"
"3123","Mugil incilis",36.6,28,33.3,319,"Hembra","Mugilidae"
"3124","Mugil incilis",31.2,23.5,28,262,"Macho","Mugilidae"
"3125","Caranx crysos",23.2,17.8,20,140,"Hembra","Carangidae"
"3126","Caranx crysos",27.5,20.6,23.6,223,"Macho","Carangidae"
"3127","Caranx crysos",27.6,21.2,23.8,227,"Hembra","Carangidae"
"3128","Mugil incilis",29.4,23.8,26.8,206,"Macho","Mugilidae"
"3129","Mugil incilis",30.7,24.8,28.6,237,"Hembra","Mugilidae"
"3130","Mugil incilis",37.7,30.2,34.3,382,"Hembra","Mugilidae"
"3131","Lutjanus synagris",20.8,16.2,19.3,118,"Macho","Lutjanidae"
"3132","Lutjanus synagris",21.8,18,20.9,132,"Macho","Lutjanidae"
"3133","Lutjanus synagris",19.2,15.4,18.3,99,"Hembra","Lutjanidae"
"3134","Lutjanus synagris",20,15.9,18.7,114,"Macho","Lutjanidae"
"3135","Mugil incilis",31.8,23.5,28,280,"Hembra","Mugilidae"
"3136","Mugil incilis",36,27.6,32.8,348,"Hembra","Mugilidae"
"3137","Mugil incilis",40,30,36.3,499,"Hembra","Mugilidae"
"3138","Eugerres plumieri",21,15.5,17.2,150,"Macho","Gerreidae"
"3139","Mugil incilis",34.5,27.7,31.4,249,"Hembra","Mugilidae"
"3140","Mugil incilis",29.9,24,27.4,204,"Macho","Mugilidae"
"3141","Lutjanus synagris",24.9,20,23.4,214,"Macho","Lutjanidae"
"3142","Lutjanus synagris",21.2,17,20,137,"Macho","Lutjanidae"
"3143","Mugil incilis",31.5,24.5,29,243,"Macho","Mugilidae"
"3144","Mugil incilis",35.9,28.4,32.7,296,"Macho","Mugilidae"
"3145","Mugil incilis",32.7,25.5,30,315,"Hembra","Mugilidae"
"3146","Mugil incilis",29.3,22.5,26.5,237,"Macho","Mugilidae"
"3147","Mugil incilis",36.1,27.5,33,327,"Macho","Mugilidae"
"3148","Mugil incilis",44.2,34,40.5,617,"Hembra","Mugilidae"
"3149","Mugil incilis",34.9,28,31.7,336,"Hembra","Mugilidae"
"3150","Mugil incilis",34.7,27.3,31.5,288,"Hembra","Mugilidae"
"3151","Lutjanus synagris",19,15.3,18.2,99,"Hembra","Lutjanidae"
"3152","Lutjanus synagris",19.8,15.5,18.5,102,"Hembra","Lutjanidae"
"3153","Lutjanus synagris",21.2,16.7,19.5,129,"Hembra","Lutjanidae"
"3154","Lutjanus synagris",21,16.6,19.8,126,"Macho","Lutjanidae"
"3155","Mugil incilis",32,25.3,28.9,229,"Macho","Mugilidae"
"3156","Mugil incilis",29.1,22.8,26.4,214,"Macho","Mugilidae"
"3157","Mugil incilis",25.4,19.8,23.4,136,"Hembra","Mugilidae"
"3158","Mugil incilis",33,26.2,30.3,273,"Hembra","Mugilidae"
"3159","Mugil incilis",34.2,26.8,30.8,290,"Hembra","Mugilidae"
"3160","Lutjanus synagris",21.3,16.8,19.8,128,"Hembra","Lutjanidae"
"3161","Lutjanus synagris",21.6,17.2,20.1,131,"Hembra","Lutjanidae"
"3162","Lutjanus synagris",21.4,17.1,19.9,125,"Hembra","Lutjanidae"
"3163","Mugil incilis",28.9,22.5,26,211,"Macho","Mugilidae"
"3164","Mugil incilis",24.8,19.5,22.5,137,"Macho","Mugilidae"
"3165","Mugil incilis",22.6,17.5,20.3,102,"Macho","Mugilidae"
"3166","Mugil incilis",32.7,25.7,30.3,347,"Macho","Mugilidae"
"3167","Mugil incilis",39,30,35.8,495,"Hembra","Mugilidae"
"3168","Mugil incilis",30.5,24.3,27.7,231,"Macho","Mugilidae"
"3169","Mugil incilis",24.5,20.2,22.8,137,"Hembra","Mugilidae"
"3170","Lutjanus synagris",23.6,18.6,22.2,187,"Macho","Lutjanidae"
"3171","Lutjanus synagris",23.3,18.7,22.3,188,"Hembra","Lutjanidae"
"3172","Lutjanus synagris",22.7,17.8,20.8,161,"Hembra","Lutjanidae"
"3173","Mugil incilis",45.7,35,42,602,"Hembra","Mugilidae"
"3174","Mugil incilis",33.1,26.8,30.2,278,"Hembra","Mugilidae"
"3175","Mugil incilis",36.6,29.3,33.6,374,"Hembra","Mugilidae"
"3176","Mugil incilis",36.6,29.5,33.5,324,"Macho","Mugilidae"
"3177","Mugil incilis",31.1,24.6,28.3,249,"Macho","Mugilidae"
"3178","Mugil incilis",32.6,25.9,29.5,254,"Macho","Mugilidae"
"3179","Mugil incilis",31.5,24,28.6,239,"Macho","Mugilidae"
"3180","Mugil incilis",34.6,26.6,31.6,338,"Macho","Mugilidae"
"3181","Mugil incilis",30.2,23.5,27.4,277,"Hembra","Mugilidae"
"3182","Mugil incilis",30.3,24.5,27.5,215,"Macho","Mugilidae"
"3183","Mugil incilis",22.3,17.5,20,96,"Hembra","Mugilidae"
"3184","Mugil incilis",22.1,17.6,20.5,98,"Macho","Mugilidae"
"3185","Mugil incilis",34.4,27,31.2,250,"Hembra","Mugilidae"
"3186","Lutjanus synagris",20.5,16.4,19.3,116,"Hembra","Lutjanidae"
"3187","Lutjanus synagris",18.9,15,17.6,87,"Macho","Lutjanidae"
"3188","Lutjanus synagris",21.2,17.2,20.2,132,"Macho","Lutjanidae"
"3189","Lutjanus synagris",19,15.1,18.8,98,"Macho","Lutjanidae"
"3190","Mugil incilis",31,23.5,28,247,"Hembra","Mugilidae"
"3191","Mugil incilis",28.5,22.6,25.9,185,"Hembra","Mugilidae"
"3192","Mugil incilis",38.2,30.3,34.8,376,"Hembra","Mugilidae"
"3193","Mugil incilis",33.2,26.5,30.1,262,"Macho","Mugilidae"
"3194","Mugil incilis",42.3,32.8,38.8,578,"Hembra","Mugilidae"
"3195","Mugil incilis",40.6,31,37,537,"Hembra","Mugilidae"
"3196","Caranx crysos",26.3,19.7,21.8,195,"Macho","Carangidae"
"3197","Lutjanus synagris",20.2,15.8,19.8,118,"Hembra","Lutjanidae"
"3198","Lutjanus synagris",22.4,17.7,21.1,163,"Hembra","Lutjanidae"
"3199","Lutjanus synagris",20.5,16.2,19.8,120,"Hembra","Lutjanidae"
"3200","Mugil incilis",22.3,17.6,20.3,107,"Hembra","Mugilidae"
"3201","Mugil incilis",26,20.6,23.7,147,"Hembra","Mugilidae"
"3202","Mugil incilis",21.6,17.5,19.9,93,"Hembra","Mugilidae"
"3203","Mugil incilis",26.9,21.4,24.7,198,"Hembra","Mugilidae"
"3204","Mugil incilis",44,34.6,40,644,"Hembra","Mugilidae"
"3205","Mugil incilis",34.5,27.9,31.9,290,"Hembra","Mugilidae"
"3206","Mugil incilis",33.4,27.1,30.8,305,"Hembra","Mugilidae"
